,skull_thershold,raise_thershold,win_count_score,win_count_elim
0,0.0,0.0,1224.0,3.0
1,0.0,0.010101010101010102,1232.0,1.0
2,0.0,0.020202020202020204,1278.0,5.0
3,0.0,0.030303030303030304,1209.0,2.0
4,0.0,0.04040404040404041,1239.0,3.0
5,0.0,0.05050505050505051,1263.0,8.0
6,0.0,0.06060606060606061,1383.0,3.0
7,0.0,0.07070707070707072,1311.0,3.0
8,0.0,0.08080808080808081,1438.0,8.0
9,0.0,0.09090909090909091,1344.0,3.0
10,0.0,0.10101010101010102,1338.0,5.0
11,0.0,0.11111111111111112,1376.0,4.0
12,0.0,0.12121212121212122,1420.0,8.0
13,0.0,0.13131313131313133,1439.0,6.0
14,0.0,0.14141414141414144,1450.0,12.0
15,0.0,0.15151515151515152,1515.0,9.0
16,0.0,0.16161616161616163,1530.0,11.0
17,0.0,0.17171717171717174,1518.0,11.0
18,0.0,0.18181818181818182,1524.0,9.0
19,0.0,0.19191919191919193,1589.0,8.0
20,0.0,0.20202020202020204,1593.0,13.0
21,0.0,0.21212121212121213,1671.0,17.0
22,0.0,0.22222222222222224,1656.0,17.0
23,0.0,0.23232323232323235,1689.0,12.0
24,0.0,0.24242424242424243,1770.0,18.0
25,0.0,0.25252525252525254,1693.0,16.0
26,0.0,0.26262626262626265,1773.0,30.0
27,0.0,0.27272727272727276,1821.0,17.0
28,0.0,0.2828282828282829,1824.0,20.0
29,0.0,0.29292929292929293,1797.0,33.0
30,0.0,0.30303030303030304,1873.0,26.0
31,0.0,0.31313131313131315,1792.0,34.0
32,0.0,0.32323232323232326,1956.0,23.0
33,0.0,0.33333333333333337,1996.0,24.0
34,0.0,0.3434343434343435,2002.0,41.0
35,0.0,0.3535353535353536,1962.0,45.0
36,0.0,0.36363636363636365,2045.0,53.0
37,0.0,0.37373737373737376,1988.0,46.0
38,0.0,0.38383838383838387,2029.0,53.0
39,0.0,0.393939393939394,2064.0,55.0
40,0.0,0.4040404040404041,2210.0,46.0
41,0.0,0.4141414141414142,2188.0,66.0
42,0.0,0.42424242424242425,2202.0,59.0
43,0.0,0.43434343434343436,2133.0,74.0
44,0.0,0.4444444444444445,2138.0,81.0
45,0.0,0.4545454545454546,2253.0,96.0
46,0.0,0.4646464646464647,2286.0,82.0
47,0.0,0.4747474747474748,2295.0,91.0
48,0.0,0.48484848484848486,2285.0,107.0
49,0.0,0.494949494949495,2261.0,103.0
50,0.0,0.5050505050505051,2377.0,99.0
51,0.0,0.5151515151515152,2418.0,120.0
52,0.0,0.5252525252525253,2434.0,105.0
53,0.0,0.5353535353535354,2400.0,125.0
54,0.0,0.5454545454545455,2447.0,145.0
55,0.0,0.5555555555555556,2435.0,163.0
56,0.0,0.5656565656565657,2531.0,170.0
57,0.0,0.5757575757575758,2473.0,143.0
58,0.0,0.5858585858585859,2429.0,185.0
59,0.0,0.595959595959596,2533.0,170.0
60,0.0,0.6060606060606061,2585.0,187.0
61,0.0,0.6161616161616162,2564.0,192.0
62,0.0,0.6262626262626263,2581.0,199.0
63,0.0,0.6363636363636365,2612.0,215.0
64,0.0,0.6464646464646465,2565.0,213.0
65,0.0,0.6565656565656566,2575.0,222.0
66,0.0,0.6666666666666667,2660.0,249.0
67,0.0,0.6767676767676768,2555.0,269.0
68,0.0,0.686868686868687,2585.0,279.0
69,0.0,0.696969696969697,2577.0,286.0
70,0.0,0.7070707070707072,2590.0,327.0
71,0.0,0.7171717171717172,2524.0,323.0
72,0.0,0.7272727272727273,2572.0,288.0
73,0.0,0.7373737373737375,2567.0,338.0
74,0.0,0.7474747474747475,2550.0,368.0
75,0.0,0.7575757575757577,2597.0,379.0
76,0.0,0.7676767676767677,2618.0,368.0
77,0.0,0.7777777777777778,2574.0,399.0
78,0.0,0.787878787878788,2450.0,430.0
79,0.0,0.797979797979798,2447.0,446.0
80,0.0,0.8080808080808082,2422.0,454.0
81,0.0,0.8181818181818182,2418.0,478.0
82,0.0,0.8282828282828284,2453.0,484.0
83,0.0,0.8383838383838385,2457.0,462.0
84,0.0,0.8484848484848485,2262.0,512.0
85,0.0,0.8585858585858587,2253.0,547.0
86,0.0,0.8686868686868687,2337.0,574.0
87,0.0,0.8787878787878789,2177.0,571.0
88,0.0,0.888888888888889,2144.0,595.0
89,0.0,0.8989898989898991,2225.0,570.0
90,0.0,0.9090909090909092,2123.0,580.0
91,0.0,0.9191919191919192,2130.0,538.0
92,0.0,0.9292929292929294,2053.0,619.0
93,0.0,0.9393939393939394,2033.0,604.0
94,0.0,0.9494949494949496,1912.0,626.0
95,0.0,0.9595959595959597,1900.0,617.0
96,0.0,0.9696969696969697,1848.0,659.0
97,0.0,0.9797979797979799,1804.0,689.0
98,0.0,0.98989898989899,1810.0,655.0
99,0.0,1.0,1646.0,700.0
100,0.010101010101010102,0.0,1269.0,2.0
101,0.010101010101010102,0.010101010101010102,1243.0,1.0
102,0.010101010101010102,0.020202020202020204,1317.0,1.0
103,0.010101010101010102,0.030303030303030304,1256.0,1.0
104,0.010101010101010102,0.04040404040404041,1307.0,5.0
105,0.010101010101010102,0.05050505050505051,1336.0,3.0
106,0.010101010101010102,0.06060606060606061,1342.0,3.0
107,0.010101010101010102,0.07070707070707072,1359.0,3.0
108,0.010101010101010102,0.08080808080808081,1320.0,2.0
109,0.010101010101010102,0.09090909090909091,1349.0,4.0
110,0.010101010101010102,0.10101010101010102,1475.0,6.0
111,0.010101010101010102,0.11111111111111112,1440.0,7.0
112,0.010101010101010102,0.12121212121212122,1513.0,6.0
